InstitutionType,InstructorID_Pre,InstructorID_Post,StudentID,Q1FUS,Q2FUS,Q3FUS_Yes,Q3FUS_No,Q4FUS_A,Q4FUS_B,Q4FUS_C,Q4FUS_D,Q4FUS_F,Q5FUS_NeverIntended,Q5FUS_Time,Q5FUS_Grade,Q5FUS_Understand,Q5FUS_Major,Q5FUS_Experience,Q5FUS_OtherCourses,Q6FUS_1,Q6FUS_2,Q6FUS_3,Q6FUS_4,Q7FUS
5, ,1102,22284,11,F, ,No, , , , , , , ,My grade in Calculus I was not good enough for me to continue to Calculus II., , , , , ,Disagree, , ,My motivation to take Calculus I was because i had just gotten out of high school and I had just completed Calculus III and IV. This made me not really care about going to class which is why I didn't do so well.
5, ,1102,24768, , , , , , , , , , , , , , , , , , , , , 
5,1103,1103,13218, , , , , , , , , , , , , , , , , , , , , 
5,1103,1103,13219, , , , , , , , , , , , , , , , , , , , , 
5,1103,1103,13220, , , , , , , , , , , , , , , , , , , , , 
5,1103,1103,13221, , , , , , , , , , , , , , , , , , , , , 
5,1103,1103,13222, , , , , , , , , , , , , , , , , , , , , 
5,1103,1103,13223, , , , , , , , , , , , , , , , , , , , , 
5,1103,1103,13224, , , , , , , , , , , , , , , , , , , , , 
5,1103,1103,13225, , , , , , , , , , , , , , , , , , , , , 
5,1103,1103,13226, , , , , , , , , , , , , , , , , , , , , 
5,1103,1103,13227, , , , , , , , , , , , , , , , , , , , , 
5,1103,1103,13228, , , , , , , , , , , , , , , , , , , , , 
5,1103,1103,13229, , , , , , , , , , , , , , , , , , , , , 
5,1103,1103,13230, , , , , , , , , , , , , , , , , , , , , 
5,1103,1103,13231, , , , , , , , , , , , , , , , , , , , , 
5,1103, ,20007, , , , , , , , , , , , , , , , , , , , , 
5,1103, ,20008, , , , , , , , , , , , , , , , , , , , , 
5,1103, ,20009, , , , , , , , , , , , , , , , , , , , , 
5,1103, ,20010, , , , , , , , , , , , , , , , , , , , , 
5,1103, ,20011, , , , , , , , , , , , , , , , , , , , , 
5,1103, ,20012, , , , , , , , , , , , , , , , , , , , , 
5,1103, ,20013, , , , , , , , , , , , , , , , , , , , , 
5,1103, ,20015, , , , , , , , , , , , , , , , , , , , , 
5,1103, ,20016, , , , , , , , , , , , , , , , , , , , , 
5,1103, ,20017, , , , , , , , , , , , , , , , , , , , , 
5,1103, ,20019, , , , , , , , , , , , , , , , , , , , , 
5,1103, ,20023, , , , , , , , , , , , , , , , , , , , , 
5, ,1103,22808, , , , , , , , , , , , , , , , , , , , , 
5, ,1103,22809, , , , , , , , , , , , , , , , , , , , , 
5,1103, ,24112, , , , , , , , , , , , , , , , , , , , , 
5, ,1103,25025, , , , , , , , , , , , , , , , , , , , , 
5, ,1103,25026, , , , , , , , , , , , , , , , , , , , , 
5,1107, ,20020, , , , , , , , , , , , , , , , , , , , , 
5,1107, ,24113, , , , , , , , , , , , , , , , , , , , , 
5,1110, ,20014, , , , , , , , , , , , , , , , , , , , , 
5,1110, ,20018, , , , , , , , , , , , , , , , , , , , , 
5,1110, ,20021, , , , , , , , , , , , , , , , , , , , , 
5,1110, ,20022, , , , , , , , , , , , , , , , , , , , , 
5, ,1110,22805, , , , , , , , , , , , , , , , , , , , , 
5, ,1110,22806, , , , , , , , , , , , , , , , , , , , , 
5, ,1110,22807, , , , , , , , , , , , , , , , , , , , , 
5,1110, ,24114, , , , , , , , , , , , , , , , , , , , , 
5, ,1110,25027, , , , , , , , , , , , , , , , , , , , , 
5, ,1110,25028, , , , , , , , , , , , , , , , , , , , , 
2,1111,1111,11497, , , , , , , , , , , , , , , , , , , , , 
2,1111,1111,11498, , , , , , , , , , , , , , , , , , , , , 
2,1111,1111,11499, , , , , , , , , , , , , , , , , , , , , 
2,1111,1111,11500, , , , , , , , , , , , , , , , , , , , , 
2,1111,1111,11501, , , , , , , , , , , , , , , , , , , , , 
2,1111,1111,11502, , , , , , , , , , , , , , , , , , , , , 
2,1111,1111,11503, , , , , , , , , , , , , , , , , , , , , 
2,1111,1111,11504, , , , , , , , , , , , , , , , , , , , , 
2,1111,1111,11505, , , , , , , , , , , , , , , , , , , , , 
2,1111, ,16991, , , , , , , , , , , , , , , , , , , , , 
2,1111, ,16992, , , , , , , , , , , , , , , , , , , , , 
2,1111, ,16993, , , , , , , , , , , , , , , , , , , , , 
2,1111, ,16994, , , , , , , , , , , , , , , , , , , , , 
2,1111, ,16995, , , , , , , , , , , , , , , , , , , , , 
2,1111, ,16996, , , , , , , , , , , , , , , , , , , , , 
2,1111, ,16997, , , , , , , , , , , , , , , , , , , , , 
2,1111, ,16998, , , , , , , , , , , , , , , , , , , , , 
2,1111, ,16999, , , , , , , , , , , , , , , , , , , , , 
2,1111, ,17000, , , , , , , , , , , , , , , , , , , , , 
2, ,1111,21811, , , , , , , , , , , , , , , , , , , , , 
2,1111, ,23612, , , , , , , , , , , , , , , , , , , , , 
2,1111, ,23613, , , , , , , , , , , , , , , , , , , , , 
4,1115,1115,11485, , , , , , , , , , , , , , , , , , , , , 
4,1115,1115,11488, , , , , , , , , , , , , , , , , , , , , 
4,1115,1115,11493, , , , , , , , , , , , , , , , , , , , , 
4,1115,1115,11495, , , , , , , , , , , , , , , , , , , , , 
4,1115,1115,11496, , , , , , , , , , , , , , , , , , , , , 
4,1115, ,16982, , , , , , , , , , , , , , , , , , , , , 
4,1115, ,16984, , , , , , , , , , , , , , , , , , , , , 
4,1115, ,16987, , , , , , , , , , , , , , , , , , , , , 
4,1115, ,16989, , , , , , , , , , , , , , , , , , , , , 
4, ,1115,21802, , , , , , , , , , , , , , , , , , , , , 
4,1115, ,23609, , , , , , , , , , , , , , , , , , , , , 
4,1115, ,23610, , , , , , , , , , , , , , , , , , , , , 
4, ,1115,24617, , , , , , , , , , , , , , , , , , , , , 
4,1118,1118,11484, , , , , , , , , , , , , , , , , , , , , 
4,1118,1118,11486, , , , , , , , , , , , , , , , , , , , , 
4,1118,1118,11487, , , , , , , , , , , , , , , , , , , , , 
4,1118,1118,11489, , , , , , , , , , , , , , , , , , , , , 
4,1118,1118,11490, , , , , , , , , , , , , , , , , , , , , 
4,1118,1118,11491, , , , , , , , , , , , , , , , , , , , , 
4,1118,1118,11492, , , , , , , , , , , , , , , , , , , , , 
4,1118,1118,11494, , , , , , , , , , , , , , , , , , , , , 
4,1118, ,16981, , , , , , , , , , , , , , , , , , , , , 
4,1118, ,16983, , , , , , , , , , , , , , , , , , , , , 
4,1118, ,16985, , , , , , , , , , , , , , , , , , , , , 
4,1118, ,16986, , , , , , , , , , , , , , , , , , , , , 
4,1118, ,16988, , , , , , , , , , , , , , , , , , , , , 
4,1118, ,16990, , , , , , , , , , , , , , , , , , , , , 
4, ,1118,21803, , , , , , , , , , , , , , , , , , , , , 
4, ,1118,21805, , , , , , , , , , , , , , , , , , , , , 
4, ,1118,21806, , , , , , , , , , , , , , , , , , , , , 
4, ,1118,21809, , , , , , , , , , , , , , , , , , , , , 
4,1118, ,23611, , , , , , , , , , , , , , , , , , , , , 
4, ,1118,24618, , , , , , , , , , , , , , , , , , , , , 
4, ,1119,21804, , , , , , , , , , , , , , , , , , , , , 
4, ,1119,21807, , , , , , , , , , , , , , , , , , , , , 
4, ,1119,21808, , , , , , , , , , , , , , , , , , , , , 
4, ,1119,21810, , , , , , , , , , , , , , , , , , , , , 
4, ,1119,24619, , , , , , , , , , , , , , , , , , , , , 
4, ,1119,24620, , , , , , , , , , , , , , , , , , , , , 
4, ,1119,24621, , , , , , , , , , , , , , , , , , , , , 
1,1121, ,16905, , , , , , , , , , , , , , , , , , , , , 
1,1121, ,16906, , , , , , , , , , , , , , , , , , , , , 
1,1121, ,16907, , , , , , , , , , , , , , , , , , , , , 
1,1121, ,16908, , , , , , , , , , , , , , , , , , , , , 
1,1121, ,16909, , , , , , , , , , , , , , , , , , , , , 
1,1121, ,16916, , , , , , , , , , , , , , , , , , , , , 
1,1121, ,16917, , , , , , , , , , , , , , , , , , , , , 
1,1121, ,16918, , , , , , , , , , , , , , , , , , , , , 
1,1121, ,16920, , , , , , , , , , , , , , , , , , , , , 
1,1121, ,16923, , , , , , , , , , , , , , , , , , , , , 
1,1121, ,16925, , , , , , , , , , , , , , , , , , , , , 
1,1121, ,23598, , , , , , , , , , , , , , , , , , , , , 
1,1122, ,16910, , , , , , , , , , , , , , , , , , , , , 
1,1122, ,16921, , , , , , , , , , , , , , , , , , , , , 
1,1122, ,16924, , , , , , , , , , , , , , , , , , , , , 
1,1122, ,23599, , , , , , , , , , , , , , , , , , , , , 
1,1122, ,23600, , , , , , , , , , , , , , , , , , , , , 
1,1122, ,23601, , , , , , , , , , , , , , , , , , , , , 
1,1122, ,23602, , , , , , , , , , , , , , , , , , , , , 
1,1123,1123,11437, , , , , , , , , , , , , , , , , , , , , 
1, ,1123,24610, , , , , , , , , , , , , , , , , , , , , 
1, ,1123,24611, , , , , , , , , , , , , , , , , , , , , 
1, ,1123,24612, , , , , , , , , , , , , , , , , , , , , 
1,1124,1124,11438, , , , , , , , , , , , , , , , , , , , , 
1,1124, ,16911, , , , , , , , , , , , , , , , , , , , , 
1,1124, ,16926, , , , , , , , , , , , , , , , , , , , , 
1,1124, ,16927, , , , , , , , , , , , , , , , , , , , , 
1,1124, ,16928, , , , , , , , , , , , , , , , , , , , , 
1,1124, ,16930, , , , , , , , , , , , , , , , , , , , , 
1, ,1124,21784, , , , , , , , , , , , , , , , , , , , , 
1, ,1124,21785, , , , , , , , , , , , , , , , , , , , , 
1, ,1124,21786, , , , , , , , , , , , , , , , , , , , , 
1, ,1124,21787, , , , , , , , , , , , , , , , , , , , , 
1,1124, ,23603, , , , , , , , , , , , , , , , , , , , , 
1, ,1124,24613, , , , , , , , , , , , , , , , , , , , , 
1, ,1124,24614, , , , , , , , , , , , , , , , , , , , , 
1,1126,1126,11571, , , , , , , , , , , , , , , , , , , , , 
1,1126,1126,11572, , , , , , , , , , , , , , , , , , , , , 
1,1126,1126,11573, , , , , , , , , , , , , , , , , , , , , 
1,1126,1126,11574, , , , , , , , , , , , , , , , , , , , , 
1,1126,1126,11575, , , , , , , , , , , , , , , , , , , , , 
1,1126,1126,11576, , , , , , , , , , , , , , , , , , , , , 
1,1126,1126,11577, , , , , , , , , , , , , , , , , , , , , 
1,1126,1126,11578, , , , , , , , , , , , , , , , , , , , , 
1,1126,1126,11579, , , , , , , , , , , , , , , , , , , , , 
1,1126, ,17067, , , , , , , , , , , , , , , , , , , , , 
1,1126, ,17068, , , , , , , , , , , , , , , , , , , , , 
1,1126, ,17069, , , , , , , , , , , , , , , , , , , , , 
1, ,1126,21822, , , , , , , , , , , , , , , , , , , , , 
1, ,1126,21823, , , , , , , , , , , , , , , , , , , , , 
1, ,1126,21824, , , , , , , , , , , , , , , , , , , , , 
1, ,1126,21825, , , , , , , , , , , , , , , , , , , , , 
1,1126, ,23622, , , , , , , , , , , , , , , , , , , , , 
1, ,1126,24632, , , , , , , , , , , , , , , , , , , , , 
1, ,1126,24633, , , , , , , , , , , , , , , , , , , , , 
1,1127,1127,13366, , , , , , , , , , , , , , , , , , , , , 
1,1127,1127,13367, , , , , , , , , , , , , , , , , , , , , 
1,1127,1127,13368, , , , , , , , , , , , , , , , , , , , , 
1,1127,1127,13369, , , , , , , , , , , , , , , , , , , , , 
1,1127,1127,13370, , , , , , , , , , , , , , , , , , , , , 
1,1127, ,20393, , , , , , , , , , , , , , , , , , , , , 
1,1127, ,20394, , , , , , , , , , , , , , , , , , , , , 
1,1127, ,20395, , , , , , , , , , , , , , , , , , , , , 
1,1127, ,20396, , , , , , , , , , , , , , , , , , , , , 
1,1127, ,20397, , , , , , , , , , , , , , , , , , , , , 
1,1127, ,20398, , , , , , , , , , , , , , , , , , , , , 
1,1127, ,20399, , , , , , , , , , , , , , , , , , , , , 
1,1127, ,20400, , , , , , , , , , , , , , , , , , , , , 
1,1127, ,20401, , , , , , , , , , , , , , , , , , , , , 
1, ,1127,22876, , , , , , , , , , , , , , , , , , , , , 
1, ,1127,22877, , , , , , , , , , , , , , , , , , , , , 
1,1127, ,24195, , , , , , , , , , , , , , , , , , , , , 
1,1127, ,24196, , , , , , , , , , , , , , , , , , , , , 
1, ,1127,25074, , , , , , , , , , , , , , , , , , , , , 
1,1133,1133,11111, , , , , , , , , , , , , , , , , , , , , 
1,1133,1133,11112, , , , , , , , , , , , , , , , , , , , , 
1,1133,1133,11113, , , , , , , , , , , , , , , , , , , , , 
1,1133,1133,11115, , , , , , , , , , , , , , , , , , , , , 
1,1133,1133,11116, , , , , , , , , , , , , , , , , , , , , 
1,1133,1133,11117, , , , , , , , , , , , , , , , , , , , , 
1,1133,1133,11120,12,A,Yes, ,A, , , , , , , , , , , ,Agree, , , , 
1,1133,1133,11121, , , , , , , , , , , , , , , , , , , , , 
1,1133,1133,11122, , , , , , , , , , , , , , , , , , , , , 
1,1133,1133,11125, , , , , , , , , , , , , , , , , , , , , 
1,1133,1133,11126, , , , , , , , , , , , , , , , , , , , , 
1,1133,1133,11127, , , , , , , , , , , , , , , , , , , , , 
1,1133,1133,11128, , , , , , , , , , , , , , , , , , , , , 
1,1133,1133,11129, , , , , , , , , , , , , , , , , , , , , 
1,1133,1133,11130, , , , , , , , , , , , , , , , , , , , , 
1,1133,1133,11131, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16019, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16020, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16021, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16022, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16023, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16024, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16025, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16026, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16027, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16028, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16029, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16030, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16032, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16033, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16034, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16035, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16036, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16038, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16039, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16040, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16041, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16042, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16043, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16044, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16045, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16046,9,B,Yes, ,A, , , , , , , , , , , ,Agree, , , , 
1,1133, ,16047, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16049, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16050, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16052, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,16053, , , , , , , , , , , , , , , , , , , , , 
1, ,1133,21596, , , , , , , , , , , , , , , , , , , , , 
1, ,1133,21597, , , , , , , , , , , , , , , , , , , , , 
1, ,1133,21598, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,23493, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,23494, , , , , , , , , , , , , , , , , , , , , 
1,1133, ,23495, , , , , , , , , , , , , , , , , , , , , 
1, ,1133,24539, , , , , , , , , , , , , , , , , , , , , 
1, ,1133,24540, , , , , , , , , , , , , , , , , , , , , 
 ,1135, ,17498, , , , , , , , , , , , , , , , , , , , , 
 ,1135, ,17499, , , , , , , , , , , , , , , , , , , , , 
1,1137,1137,10452, , , , , , , , , , , , , , , , , , , , , 
1,1137,1137,10453, , , , , , , , , , , , , , , , , , , , , 
1,1137, ,14812, , , , , , , , , , , , , , , , , , , , , 
1,1137, ,14813, , , , , , , , , , , , , , , , , , , , , 
1,1137, ,14814, , , , , , , , , , , , , , , , , , , , , 
1, ,1137,21230, , , , , , , , , , , , , , , , , , , , , 
1, ,1137,24379, , , , , , , , , , , , , , , , , , , , , 
3,1157,1157,10456, , , , , , , , , , , , , , , , , , , , , 
3,1157,1157,10457, , , , , , , , , , , , , , , , , , , , , 
3,1157, ,14818, , , , , , , , , , , , , , , , , , , , , 
3,1157, ,14826,1,A, ,No, , , , , ,I never intended to take Calculus II., , , , , , , , , , , 
3,1157, ,14827, , , , , , , , , , , , , , , , , , , , , 
3,1157, ,14828, , , , , , , , , , , , , , , , , , , , , 
3,1157, ,14829, , , , , , , , , , , , , , , , , , , , , 
3,1157, ,23271, , , , , , , , , , , , , , , , , , , , , 
3,1157, ,23272, , , , , , , , , , , , , , , , , , , , , 
3,1176, ,14819, , , , , , , , , , , , , , , , , , , , , 
3,1176, ,14821, , , , , , , , , , , , , , , , , , , , , 
3,1176, ,14823, , , , , , , , , , , , , , , , , , , , , 
3,1176, ,14824, , , , , , , , , , , , , , , , , , , , , 
3,1176, ,14835,1,B,Yes, , , ,C, , , , , , , , , ,Agree, , , , 
3,1176, ,14839, , , , , , , , , , , , , , , , , , , , , 
3, ,1176,21231, , , , , , , , , , , , , , , , , , , , , 
3, ,1176,21232, , , , , , , , , , , , , , , , , , , , , 
3, ,1176,21237, , , , , , , , , , , , , , , , , , , , , 
3,1176, ,23273, , , , , , , , , , , , , , , , , , , , , 
3,1176, ,23274, , , , , , , , , , , , , , , , , , , , , 
